#score	name1	strand1	size1	zstart1	end1	name2	strand2	size2	zstart2	end2	identity	idPct	coverage	covPct
3799	U00096.2	+	4639675	414466	414511	NODE_43676_length_30_cov_1.000000	-	44	0	44	44/44	100.0%	44/44	100.0%
7010	U00096.2	+	4639675	414381	414478	NODE_43677_length_83_cov_1.000000	-	97	0	96	92/94	97.9%	96/97	99.0%
19386	U00096.2	+	4639675	414111	414393	NODE_43678_length_263_cov_1.000000	-	277	0	277	253/271	93.4%	277/277	100.0%
11903	U00096.2	+	4639675	413748	413936	NODE_43681_length_187_cov_1.000000	-	201	0	198	177/183	96.7%	198/201	98.5%
17724	U00096.2	+	4639675	413498	413760	NODE_43682_length_252_cov_1.000000	-	266	0	266	241/253	95.3%	266/266	100.0%
7595	U00096.2	+	4639675	412926	413350	NODE_43685_length_472_cov_1.000000	-	486	18	486	304/409	74.3%	468/486	96.3%
4963	U00096.2	+	4639675	411501	411558	NODE_43713_length_42_cov_1.976190	-	56	0	56	56/56	100.0%	56/56	100.0%
4446	U00096.2	+	4639675	410774	410836	NODE_43743_length_46_cov_1.000000	-	60	0	60	56/60	93.3%	60/60	100.0%
4247	U00096.2	+	4639675	410187	410231	NODE_43765_length_30_cov_1.000000	-	44	0	44	44/44	100.0%	44/44	100.0%
3638	U00096.2	+	4639675	409956	409994	NODE_43781_length_24_cov_3.083333	-	38	0	38	38/38	100.0%	38/38	100.0%
5066	U00096.2	+	4639675	409845	409898	NODE_43786_length_39_cov_2.051282	-	53	0	53	53/53	100.0%	53/53	100.0%
4502	U00096.2	+	4639675	409675	409722	NODE_43790_length_33_cov_2.060606	-	47	0	47	47/47	100.0%	47/47	100.0%
4029	U00096.2	+	4639675	409271	409313	NODE_43801_length_28_cov_2.035714	-	42	0	42	42/42	100.0%	42/42	100.0%
4717	U00096.2	+	4639675	409094	409157	NODE_43809_length_50_cov_1.000000	-	64	0	64	58/63	92.1%	64/64	100.0%
3624	U00096.2	+	4639675	407556	407596	NODE_43871_length_26_cov_2.038461	-	40	0	40	39/40	97.5%	40/40	100.0%
4543	U00096.2	+	4639675	407373	407432	NODE_43879_length_43_cov_1.000000	-	57	0	57	57/57	100.0%	57/57	100.0%
8941	U00096.2	+	4639675	406984	407141	NODE_43888_length_146_cov_1.000000	-	160	0	160	134/156	85.9%	160/160	100.0%
4195	U00096.2	+	4639675	406925	406985	NODE_43889_length_44_cov_1.000000	-	58	0	58	53/58	91.4%	58/58	100.0%
3438	U00096.2	+	4639675	406882	406918	NODE_43891_length_27_cov_1.000000	-	41	0	36	36/36	100.0%	36/41	87.8%
3592	U00096.2	+	4639675	1862225	1862270	NODE_43897_length_31_cov_1.000000	+	45	0	45	41/45	91.1%	45/45	100.0%
5999	U00096.2	+	4639675	1870510	1870600	NODE_44075_length_78_cov_1.000000	+	92	0	92	80/88	90.9%	92/92	100.0%
3329	U00096.2	+	4639675	59706	59749	NODE_44105_length_29_cov_1.000000	+	43	0	43	39/43	90.7%	43/43	100.0%
3465	U00096.2	+	4639675	1966970	1967019	NODE_45596_length_35_cov_1.000000	-	49	0	49	42/49	85.7%	49/49	100.0%
3983	U00096.2	+	4639675	1966130	1966179	NODE_45624_length_36_cov_1.000000	-	50	0	50	47/49	95.9%	50/50	100.0%
3911	U00096.2	+	4639675	1965728	1965769	NODE_45638_length_27_cov_3.037037	-	41	0	41	41/41	100.0%	41/41	100.0%
3838	U00096.2	+	4639675	1965208	1965248	NODE_45659_length_27_cov_1.000000	-	41	0	40	40/40	100.0%	40/41	97.6%
3492	U00096.2	+	4639675	1965131	1965167	NODE_45663_length_22_cov_2.000000	-	36	0	36	36/36	100.0%	36/36	100.0%
5075	U00096.2	+	4639675	1965026	1965102	NODE_45669_length_59_cov_1.000000	-	73	0	73	66/72	91.7%	73/73	100.0%
7182	U00096.2	+	4639675	1964812	1964891	NODE_45676_length_66_cov_1.000000	-	80	0	80	79/79	100.0%	80/80	100.0%
4340	U00096.2	+	4639675	1964706	1964760	NODE_45682_length_43_cov_1.000000	-	57	0	57	52/54	96.3%	57/57	100.0%
5443	U00096.2	+	4639675	1964650	1964714	NODE_45684_length_48_cov_1.000000	-	62	0	62	62/62	100.0%	62/62	100.0%
4875	U00096.2	+	4639675	1964596	1964647	NODE_45689_length_37_cov_1.000000	-	51	0	51	51/51	100.0%	51/51	100.0%
5800	U00096.2	+	4639675	1964539	1964609	NODE_45690_length_63_cov_1.000000	-	77	9	77	67/68	98.5%	68/77	88.3%
9260	U00096.2	+	4639675	1964382	1964514	NODE_45693_length_115_cov_1.000000	-	129	0	129	123/126	97.6%	129/129	100.0%
8529	U00096.2	+	4639675	1964222	1964325	NODE_45700_length_93_cov_1.000000	-	107	1	107	100/102	98.0%	106/107	99.1%
3856	U00096.2	+	4639675	1964106	1964146	NODE_45704_length_26_cov_2.038461	-	40	0	40	40/40	100.0%	40/40	100.0%
4677	U00096.2	+	4639675	1963994	1964057	NODE_45707_length_46_cov_1.000000	-	60	0	60	57/60	95.0%	60/60	100.0%
10439	U00096.2	+	4639675	1963719	1963845	NODE_45723_length_110_cov_1.000000	-	124	0	124	121/124	97.6%	124/124	100.0%
4476	U00096.2	+	4639675	1963659	1963731	NODE_45724_length_56_cov_1.000000	-	70	0	70	63/69	91.3%	70/70	100.0%
6213	U00096.2	+	4639675	1963533	1963625	NODE_45728_length_77_cov_1.000000	-	91	0	91	85/90	94.4%	91/91	100.0%
4343	U00096.2	+	4639675	1963476	1963546	NODE_45730_length_56_cov_1.000000	-	70	0	70	57/70	81.4%	70/70	100.0%
5991	U00096.2	+	4639675	1963390	1963458	NODE_45735_length_53_cov_1.000000	-	67	0	67	67/67	100.0%	67/67	100.0%
4063	U00096.2	+	4639675	1963276	1963324	NODE_45742_length_33_cov_2.060606	-	47	0	47	47/47	100.0%	47/47	100.0%
4573	U00096.2	+	4639675	1963218	1963290	NODE_45743_length_52_cov_1.000000	-	66	0	66	63/65	96.9%	66/66	100.0%
8941	U00096.2	+	4639675	1963093	1963221	NODE_45745_length_115_cov_1.000000	-	129	1	129	114/127	89.8%	128/129	99.2%
3164	U00096.2	+	4639675	1963053	1963098	NODE_45747_length_37_cov_1.000000	-	51	0	45	39/45	86.7%	45/51	88.2%
3863	U00096.2	+	4639675	1962990	1963036	NODE_45750_length_31_cov_1.000000	-	45	0	45	45/45	100.0%	45/45	100.0%
5447	U00096.2	+	4639675	1962813	1962878	NODE_45761_length_50_cov_2.020000	-	64	0	64	62/64	96.9%	64/64	100.0%
5259	U00096.2	+	4639675	1962661	1962724	NODE_45767_length_48_cov_1.000000	-	62	0	62	61/62	98.4%	62/62	100.0%
4279	U00096.2	+	4639675	1962447	1962508	NODE_45777_length_47_cov_1.000000	-	61	0	61	52/61	85.2%	61/61	100.0%
6891	U00096.2	+	4639675	1962354	1962430	NODE_45780_length_63_cov_2.015873	-	77	0	77	76/76	100.0%	77/77	100.0%
3881	U00096.2	+	4639675	1962322	1962368	NODE_45781_length_31_cov_1.000000	-	45	0	45	45/45	100.0%	45/45	100.0%
4482	U00096.2	+	4639675	1962181	1962237	NODE_45786_length_41_cov_2.024390	-	55	0	55	53/55	96.4%	55/55	100.0%
4356	U00096.2	+	4639675	1962149	1962194	NODE_45787_length_31_cov_2.000000	-	45	0	45	45/45	100.0%	45/45	100.0%
5740	U00096.2	+	4639675	1962062	1962137	NODE_45789_length_63_cov_1.000000	-	77	0	74	69/74	93.2%	74/77	96.1%
4202	U00096.2	+	4639675	1962031	1962075	NODE_45791_length_30_cov_1.000000	-	44	0	44	44/44	100.0%	44/44	100.0%
5400	U00096.2	+	4639675	1961971	1962033	NODE_45794_length_47_cov_1.000000	-	61	0	61	61/61	100.0%	61/61	100.0%
9914	U00096.2	+	4639675	1961869	1961985	NODE_45795_length_100_cov_2.040000	-	114	0	114	113/114	99.1%	114/114	100.0%
4875	U00096.2	+	4639675	1961832	1961883	NODE_45796_length_37_cov_1.000000	-	51	0	51	51/51	100.0%	51/51	100.0%
5229	U00096.2	+	4639675	1961734	1961788	NODE_45800_length_40_cov_2.000000	-	54	0	54	54/54	100.0%	54/54	100.0%
6243	U00096.2	+	4639675	1961670	1961748	NODE_45801_length_62_cov_1.000000	-	76	0	76	72/76	94.7%	76/76	100.0%
7124	U00096.2	+	4639675	1961541	1961622	NODE_45804_length_66_cov_2.030303	-	80	0	80	79/80	98.8%	80/80	100.0%
3183	U00096.2	+	4639675	1961514	1961547	NODE_45806_length_19_cov_1.000000	-	33	0	33	33/33	100.0%	33/33	100.0%
4563	U00096.2	+	4639675	1961226	1961279	NODE_45818_length_38_cov_1.000000	-	52	0	52	52/52	100.0%	52/52	100.0%
4329	U00096.2	+	4639675	1961122	1961167	NODE_45823_length_31_cov_2.032258	-	45	0	45	45/45	100.0%	45/45	100.0%
6418	U00096.2	+	4639675	1961034	1961136	NODE_45824_length_94_cov_1.000000	-	108	0	108	94/101	93.1%	108/108	100.0%
5651	U00096.2	+	4639675	1960978	1961048	NODE_45825_length_54_cov_2.018518	-	68	0	68	66/68	97.1%	68/68	100.0%
7439	U00096.2	+	4639675	1960868	1960967	NODE_45828_length_85_cov_1.000000	-	99	0	99	91/98	92.9%	99/99	100.0%
5997	U00096.2	+	4639675	1960720	1960803	NODE_45832_length_70_cov_1.000000	-	84	0	84	74/83	89.2%	84/84	100.0%
4266	U00096.2	+	4639675	1960013	1960058	NODE_45851_length_34_cov_2.000000	-	48	0	45	45/45	100.0%	45/48	93.8%
6264	U00096.2	+	4639675	1959678	1959760	NODE_45864_length_73_cov_1.000000	-	87	0	87	80/82	97.6%	87/87	100.0%
4196	U00096.2	+	4639675	1959121	1959174	NODE_45885_length_39_cov_1.000000	-	53	0	53	48/53	90.6%	53/53	100.0%
3842	U00096.2	+	4639675	1958642	1958689	NODE_45905_length_31_cov_1.000000	-	45	0	45	45/45	100.0%	45/45	100.0%
3147	U00096.2	+	4639675	1958198	1958231	NODE_45921_length_19_cov_1.000000	-	33	0	33	33/33	100.0%	33/33	100.0%
5875	U00096.2	+	4639675	1957999	1958084	NODE_45926_length_70_cov_1.000000	-	84	0	84	75/84	89.3%	84/84	100.0%
4434	U00096.2	+	4639675	1957821	1957878	NODE_45932_length_41_cov_1.000000	-	55	0	55	53/55	96.4%	55/55	100.0%
3884	U00096.2	+	4639675	1957793	1957834	NODE_45934_length_27_cov_1.000000	-	41	0	41	41/41	100.0%	41/41	100.0%
4378	U00096.2	+	4639675	273149	273207	NODE_46354_length_44_cov_1.000000	-	58	0	58	51/58	87.9%	58/58	100.0%
4141	U00096.2	+	4639675	64996	65051	NODE_48234_length_43_cov_1.000000	+	57	0	56	50/55	90.9%	56/57	98.2%
5487	U00096.2	+	4639675	1974160	1974250	NODE_48403_length_81_cov_1.000000	-	95	0	95	81/88	92.0%	95/95	100.0%
4184	U00096.2	+	4639675	251526	251596	NODE_48856_length_56_cov_1.000000	+	70	0	70	61/69	88.4%	70/70	100.0%
4213	U00096.2	+	4639675	254278	254344	NODE_48910_length_52_cov_1.000000	+	66	0	66	58/65	89.2%	66/66	100.0%
4521	U00096.2	+	4639675	1973956	1974016	NODE_49775_length_51_cov_1.000000	+	65	3	65	55/60	91.7%	62/65	95.4%
5062	U00096.2	+	4639675	1974720	1974808	NODE_49790_length_76_cov_1.000000	+	90	0	90	74/88	84.1%	90/90	100.0%
4342	U00096.2	+	4639675	4637648	4637709	NODE_50920_length_45_cov_1.000000	-	59	0	59	57/59	96.6%	59/59	100.0%
3855	U00096.2	+	4639675	4633232	4633282	NODE_51016_length_38_cov_1.000000	-	52	0	52	47/50	94.0%	52/52	100.0%
3329	U00096.2	+	4639675	266868	266903	NODE_51237_length_21_cov_2.000000	-	35	0	35	35/35	100.0%	35/35	100.0%
4905	U00096.2	+	4639675	266387	266444	NODE_51246_length_48_cov_1.000000	-	62	0	58	56/57	98.2%	58/62	93.5%
3283	U00096.2	+	4639675	266169	266203	NODE_51249_length_20_cov_1.000000	-	34	0	34	34/34	100.0%	34/34	100.0%
4710	U00096.2	+	4639675	2768554	2768613	NODE_51257_length_46_cov_1.000000	+	60	0	60	55/59	93.2%	60/60	100.0%
5308	U00096.2	+	4639675	265866	265925	NODE_51257_length_46_cov_1.000000	-	60	0	60	59/59	100.0%	60/60	100.0%
6386	U00096.2	+	4639675	2768678	2768767	NODE_51260_length_76_cov_2.013158	+	90	0	90	80/89	89.9%	90/90	100.0%
7488	U00096.2	+	4639675	265712	265801	NODE_51260_length_76_cov_2.013158	-	90	0	90	86/89	96.6%	90/90	100.0%
3485	U00096.2	+	4639675	2768838	2768877	NODE_51264_length_25_cov_1.000000	+	39	0	39	37/39	94.9%	39/39	100.0%
3738	U00096.2	+	4639675	265602	265641	NODE_51264_length_25_cov_1.000000	-	39	0	39	39/39	100.0%	39/39	100.0%
4033	U00096.2	+	4639675	2769094	2769148	NODE_51267_length_42_cov_1.000000	+	56	0	54	46/54	85.2%	54/56	96.4%
5330	U00096.2	+	4639675	265329	265385	NODE_51267_length_42_cov_1.000000	-	56	0	56	56/56	100.0%	56/56	100.0%
12026	U00096.2	+	4639675	2769137	2769360	NODE_51268_length_220_cov_1.000000	+	234	0	234	182/222	82.0%	234/234	100.0%
17477	U00096.2	+	4639675	265120	265342	NODE_51268_length_220_cov_1.000000	-	234	0	234	218/220	99.1%	234/234	100.0%
4415	U00096.2	+	4639675	265040	265102	NODE_51271_length_55_cov_1.000000	-	69	0	68	58/61	95.1%	68/69	98.6%
3174	U00096.2	+	4639675	263821	263854	NODE_51303_length_19_cov_2.000000	-	33	0	33	33/33	100.0%	33/33	100.0%
3691	U00096.2	+	4639675	76786	76836	NODE_51955_length_36_cov_1.000000	+	50	0	50	44/50	88.0%	50/50	100.0%
4960	U00096.2	+	4639675	1872642	1872740	NODE_52941_length_79_cov_1.000000	-	93	0	93	78/92	84.8%	93/93	100.0%
6022	U00096.2	+	4639675	1960792	1960878	NODE_53256_length_76_cov_1.000000	+	90	0	90	83/85	97.6%	90/90	100.0%
5905	U00096.2	+	4639675	1961034	1961136	NODE_53259_length_93_cov_1.000000	+	107	0	107	89/101	88.1%	107/107	100.0%
6009	U00096.2	+	4639675	1961608	1961676	NODE_53267_length_53_cov_1.000000	+	67	0	67	67/67	100.0%	67/67	100.0%
7061	U00096.2	+	4639675	1962250	1962334	NODE_53274_length_74_cov_1.000000	+	88	0	88	83/84	98.8%	88/88	100.0%
4796	U00096.2	+	4639675	1962594	1962674	NODE_53281_length_65_cov_1.000000	+	79	0	79	67/79	84.8%	79/79	100.0%
10592	U00096.2	+	4639675	1964132	1964325	NODE_53310_length_188_cov_1.000000	+	202	0	202	166/192	86.5%	202/202	100.0%
3811	U00096.2	+	4639675	1965335	1965375	NODE_53335_length_26_cov_2.000000	+	40	0	40	40/40	100.0%	40/40	100.0%
3491	U00096.2	+	4639675	1965801	1965844	NODE_53350_length_29_cov_1.000000	+	43	0	43	39/43	90.7%	43/43	100.0%
3554	U00096.2	+	4639675	1969441	1969486	NODE_53440_length_31_cov_1.000000	+	45	0	45	41/45	91.1%	45/45	100.0%
7339	U00096.2	+	4639675	10286	10413	NODE_63431_length_119_cov_1.000000	-	133	0	133	114/126	90.5%	133/133	100.0%
15788	U00096.2	+	4639675	400693	400977	NODE_64685_length_318_cov_1.000000	+	332	35	332	257/277	92.8%	297/332	89.5%
3329	U00096.2	+	4639675	400970	401005	NODE_64689_length_21_cov_1.000000	+	35	0	35	35/35	100.0%	35/35	100.0%
6718	U00096.2	+	4639675	401046	401164	NODE_64693_length_111_cov_1.000000	+	125	0	125	105/117	89.7%	125/125	100.0%
14247	U00096.2	+	4639675	401154	401440	NODE_64695_length_273_cov_1.000000	+	287	0	285	248/273	90.8%	285/287	99.3%
12399	U00096.2	+	4639675	401480	401662	NODE_64701_length_175_cov_1.000000	+	189	0	186	169/176	96.0%	186/189	98.4%
9205	U00096.2	+	4639675	401654	401824	NODE_64703_length_152_cov_1.000000	+	166	0	166	141/161	87.6%	166/166	100.0%
18294	U00096.2	+	4639675	401811	402141	NODE_64704_length_352_cov_1.000000	+	366	0	366	291/322	90.4%	366/366	100.0%
13895	U00096.2	+	4639675	402128	402364	NODE_64706_length_219_cov_1.000000	+	233	0	229	206/221	93.2%	229/233	98.3%
11600	U00096.2	+	4639675	402373	402558	NODE_64710_length_169_cov_1.000000	+	183	0	183	168/177	94.9%	183/183	100.0%
9137	U00096.2	+	4639675	402598	402730	NODE_64713_length_118_cov_1.000000	+	132	0	132	120/129	93.0%	132/132	100.0%
10249	U00096.2	+	4639675	402721	402862	NODE_64717_length_148_cov_1.000000	+	162	0	143	134/138	97.1%	143/162	88.3%
13179	U00096.2	+	4639675	402868	403082	NODE_64719_length_205_cov_1.000000	+	219	2	219	194/207	93.7%	217/219	99.1%
16643	U00096.2	+	4639675	403072	403318	NODE_64721_length_237_cov_1.000000	+	251	3	251	225/240	93.8%	248/251	98.8%
5358	U00096.2	+	4639675	403306	403379	NODE_64723_length_63_cov_1.000000	+	77	0	75	67/73	91.8%	75/77	97.4%
21534	U00096.2	+	4639675	403430	403783	NODE_64728_length_335_cov_1.000000	+	349	0	349	311/340	91.5%	349/349	100.0%
20314	U00096.2	+	4639675	403770	404086	NODE_64730_length_312_cov_1.000000	+	326	0	326	284/311	91.3%	326/326	100.0%
10089	U00096.2	+	4639675	404503	404664	NODE_64741_length_150_cov_1.000000	+	164	0	163	143/158	90.5%	163/164	99.4%
25120	U00096.2	+	4639675	405255	405722	NODE_64760_length_473_cov_1.000000	+	487	14	487	402/451	89.1%	473/487	97.1%
7411	U00096.2	+	4639675	405709	405826	NODE_64762_length_103_cov_1.000000	+	117	0	116	105/112	93.8%	116/117	99.1%
11518	U00096.2	+	4639675	406028	406215	NODE_64770_length_173_cov_1.000000	+	187	0	187	168/181	92.8%	187/187	100.0%
12529	U00096.2	+	4639675	406201	406365	NODE_64772_length_152_cov_1.000000	+	166	0	164	155/162	95.7%	164/166	98.8%
12033	U00096.2	+	4639675	406583	406790	NODE_64781_length_202_cov_1.000000	+	216	0	216	185/203	91.1%	216/216	100.0%
3947	U00096.2	+	4639675	406776	406817	NODE_64782_length_27_cov_2.037037	+	41	0	41	41/41	100.0%	41/41	100.0%
12641	U00096.2	+	4639675	406984	407159	NODE_64795_length_160_cov_1.000000	+	174	0	174	162/171	94.7%	174/174	100.0%
3784	U00096.2	+	4639675	407202	407242	NODE_64800_length_26_cov_2.038461	+	40	0	40	40/40	100.0%	40/40	100.0%
3565	U00096.2	+	4639675	407439	407476	NODE_64809_length_23_cov_2.043478	+	37	0	37	37/37	100.0%	37/37	100.0%
3138	U00096.2	+	4639675	407956	407989	NODE_64856_length_19_cov_3.000000	+	33	0	33	33/33	100.0%	33/33	100.0%
4078	U00096.2	+	4639675	407975	408027	NODE_64857_length_39_cov_1.000000	+	53	0	53	49/52	94.2%	53/53	100.0%
6240	U00096.2	+	4639675	408013	408091	NODE_64858_length_62_cov_2.016129	+	76	0	76	75/76	98.7%	76/76	100.0%
5930	U00096.2	+	4639675	408196	408285	NODE_64863_length_74_cov_1.000000	+	88	0	88	81/85	95.3%	88/88	100.0%
4317	U00096.2	+	4639675	408316	408363	NODE_64873_length_35_cov_1.000000	+	49	2	49	46/47	97.9%	47/49	95.9%
6528	U00096.2	+	4639675	408417	408501	NODE_64883_length_71_cov_1.000000	+	85	0	85	82/83	98.8%	85/85	100.0%
3720	U00096.2	+	4639675	408487	408526	NODE_64884_length_25_cov_2.000000	+	39	0	39	39/39	100.0%	39/39	100.0%
3329	U00096.2	+	4639675	408552	408587	NODE_64887_length_21_cov_1.000000	+	35	0	35	35/35	100.0%	35/35	100.0%
5709	U00096.2	+	4639675	408589	408654	NODE_64890_length_50_cov_2.000000	+	64	0	64	64/64	100.0%	64/64	100.0%
3292	U00096.2	+	4639675	408681	408715	NODE_64893_length_24_cov_1.000000	+	38	4	38	34/34	100.0%	34/38	89.5%
3247	U00096.2	+	4639675	408703	408737	NODE_64895_length_20_cov_2.900000	+	34	0	34	34/34	100.0%	34/34	100.0%
4065	U00096.2	+	4639675	409439	409481	NODE_64944_length_28_cov_3.000000	+	42	0	42	42/42	100.0%	42/42	100.0%
3438	U00096.2	+	4639675	409544	409580	NODE_64949_length_22_cov_3.045455	+	36	0	36	36/36	100.0%	36/36	100.0%
4233	U00096.2	+	4639675	409573	409642	NODE_64952_length_51_cov_1.000000	+	65	0	65	59/65	90.8%	65/65	100.0%
4702	U00096.2	+	4639675	409628	409677	NODE_64953_length_35_cov_3.000000	+	49	0	49	49/49	100.0%	49/49	100.0%
4938	U00096.2	+	4639675	409720	409771	NODE_64956_length_37_cov_3.000000	+	51	0	51	51/51	100.0%	51/51	100.0%
3183	U00096.2	+	4639675	409810	409843	NODE_64965_length_19_cov_1.000000	+	33	0	33	33/33	100.0%	33/33	100.0%
4920	U00096.2	+	4639675	410515	410566	NODE_65015_length_37_cov_3.054054	+	51	0	51	51/51	100.0%	51/51	100.0%
6223	U00096.2	+	4639675	410626	410733	NODE_65027_length_100_cov_1.000000	+	114	0	114	96/106	90.6%	114/114	100.0%
4891	U00096.2	+	4639675	410849	410906	NODE_65037_length_42_cov_3.000000	+	56	0	56	56/56	100.0%	56/56	100.0%
3547	U00096.2	+	4639675	410893	410930	NODE_65039_length_23_cov_1.000000	+	37	0	37	37/37	100.0%	37/37	100.0%
3569	U00096.2	+	4639675	411087	411131	NODE_65060_length_28_cov_3.035714	+	42	0	42	42/42	100.0%	42/42	100.0%
4120	U00096.2	+	4639675	411136	411179	NODE_65064_length_29_cov_3.068965	+	43	0	43	43/43	100.0%	43/43	100.0%
4129	U00096.2	+	4639675	411402	411445	NODE_65079_length_29_cov_3.068965	+	43	0	43	43/43	100.0%	43/43	100.0%
3638	U00096.2	+	4639675	411431	411469	NODE_65080_length_24_cov_2.000000	+	38	0	38	38/38	100.0%	38/38	100.0%
3929	U00096.2	+	4639675	411634	411675	NODE_65095_length_27_cov_2.000000	+	41	0	41	41/41	100.0%	41/41	100.0%
3256	U00096.2	+	4639675	601299	601333	NODE_65869_length_20_cov_7.850000	+	34	0	34	34/34	100.0%	34/34	100.0%
3247	U00096.2	+	4639675	271030	271070	NODE_68747_length_26_cov_1.000000	+	40	0	40	36/40	90.0%	40/40	100.0%
3574	U00096.2	+	4639675	271215	271252	NODE_68763_length_23_cov_4.000000	+	37	0	37	37/37	100.0%	37/37	100.0%
5684	U00096.2	+	4639675	271286	271345	NODE_68771_length_45_cov_2.977778	+	59	0	59	59/59	100.0%	59/59	100.0%
4175	U00096.2	+	4639675	272010	272054	NODE_68833_length_30_cov_3.033333	+	44	0	44	44/44	100.0%	44/44	100.0%
3860	U00096.2	+	4639675	272106	272148	NODE_68841_length_28_cov_2.035714	+	42	0	42	41/42	97.6%	42/42	100.0%
3065	U00096.2	+	4639675	272259	272291	NODE_68853_length_18_cov_3.888889	+	32	0	32	32/32	100.0%	32/32	100.0%
3256	U00096.2	+	4639675	272290	272324	NODE_68855_length_20_cov_3.000000	+	34	0	34	34/34	100.0%	34/34	100.0%
3438	U00096.2	+	4639675	272663	272699	NODE_68883_length_22_cov_4.090909	+	36	0	36	36/36	100.0%	36/36	100.0%
3738	U00096.2	+	4639675	272780	272819	NODE_68891_length_25_cov_3.960000	+	39	0	39	39/39	100.0%	39/39	100.0%
3356	U00096.2	+	4639675	272835	272870	NODE_68895_length_21_cov_5.047619	+	35	0	35	35/35	100.0%	35/35	100.0%
3156	U00096.2	+	4639675	273095	273128	NODE_68918_length_19_cov_3.000000	+	33	0	33	33/33	100.0%	33/33	100.0%
4202	U00096.2	+	4639675	273363	273407	NODE_68946_length_30_cov_5.100000	+	44	0	44	44/44	100.0%	44/44	100.0%
4202	U00096.2	+	4639675	1395033	1395077	NODE_68946_length_30_cov_5.100000	-	44	0	44	44/44	100.0%	44/44	100.0%
3347	U00096.2	+	4639675	274068	274103	NODE_69028_length_21_cov_5.000000	+	35	0	35	35/35	100.0%	35/35	100.0%
3347	U00096.2	+	4639675	1394337	1394372	NODE_69028_length_21_cov_5.000000	-	35	0	35	35/35	100.0%	35/35	100.0%
3174	U00096.2	+	4639675	615686	615719	NODE_69982_length_19_cov_4.052631	-	33	0	33	33/33	100.0%	33/33	100.0%
3165	U00096.2	+	4639675	615428	615461	NODE_70004_length_19_cov_4.894737	-	33	0	33	33/33	100.0%	33/33	100.0%
3192	U00096.2	+	4639675	615387	615420	NODE_70008_length_19_cov_2.000000	-	33	0	33	33/33	100.0%	33/33	100.0%
3256	U00096.2	+	4639675	613372	613406	NODE_70266_length_20_cov_9.150000	-	34	0	34	34/34	100.0%	34/34	100.0%
4193	U00096.2	+	4639675	613162	613206	NODE_70301_length_30_cov_8.966666	-	44	0	44	44/44	100.0%	44/44	100.0%
3330	U00096.2	+	4639675	70520	70561	NODE_73474_length_28_cov_1.000000	-	42	0	41	38/41	92.7%	41/42	97.6%
3461	U00096.2	+	4639675	1870342	1870390	NODE_76440_length_34_cov_1.000000	-	48	0	48	41/48	85.4%	48/48	100.0%
3138	U00096.2	+	4639675	1866563	1866596	NODE_77221_length_19_cov_10.000000	-	33	0	33	33/33	100.0%	33/33	100.0%
3820	U00096.2	+	4639675	1866141	1866181	NODE_77285_length_26_cov_7.000000	-	40	0	40	40/40	100.0%	40/40	100.0%
3793	U00096.2	+	4639675	1866064	1866104	NODE_77289_length_26_cov_6.923077	-	40	0	40	40/40	100.0%	40/40	100.0%
3692	U00096.2	+	4639675	1865985	1866023	NODE_77297_length_24_cov_4.958333	-	38	0	38	38/38	100.0%	38/38	100.0%
3220	U00096.2	+	4639675	1865720	1865754	NODE_77340_length_20_cov_9.800000	-	34	0	34	34/34	100.0%	34/34	100.0%
3056	U00096.2	+	4639675	1865496	1865528	NODE_77366_length_18_cov_5.888889	-	32	0	32	32/32	100.0%	32/32	100.0%
3620	U00096.2	+	4639675	1864722	1864760	NODE_77479_length_24_cov_4.083333	-	38	0	38	38/38	100.0%	38/38	100.0%
3935	U00096.2	+	4639675	103412	103466	NODE_79780_length_40_cov_1.000000	+	54	0	54	51/53	96.2%	54/54	100.0%
3993	U00096.2	+	4639675	103990	104043	NODE_79828_length_39_cov_1.000000	+	53	0	53	47/53	88.7%	53/53	100.0%
3147	U00096.2	+	4639675	106131	106164	NODE_80065_length_19_cov_4.157895	+	33	0	33	33/33	100.0%	33/33	100.0%
3256	U00096.2	+	4639675	106150	106184	NODE_80066_length_20_cov_4.000000	+	34	0	34	34/34	100.0%	34/34	100.0%
6828	U00096.2	+	4639675	106239	106316	NODE_80076_length_62_cov_6.016129	+	76	0	76	76/76	100.0%	76/76	100.0%
3238	U00096.2	+	4639675	106410	106444	NODE_80083_length_20_cov_5.050000	+	34	0	34	34/34	100.0%	34/34	100.0%
3174	U00096.2	+	4639675	106591	106624	NODE_80106_length_19_cov_4.000000	+	33	0	33	33/33	100.0%	33/33	100.0%
3629	U00096.2	+	4639675	107262	107300	NODE_80145_length_24_cov_4.041667	+	38	0	38	38/38	100.0%	38/38	100.0%
3656	U00096.2	+	4639675	107498	107536	NODE_80161_length_24_cov_2.958333	+	38	0	38	38/38	100.0%	38/38	100.0%
3693	U00096.2	+	4639675	107618	107657	NODE_80172_length_25_cov_4.080000	+	39	0	39	39/39	100.0%	39/39	100.0%
3111	U00096.2	+	4639675	107920	107953	NODE_80194_length_19_cov_5.210526	+	33	0	33	33/33	100.0%	33/33	100.0%
3687	U00096.2	+	4639675	108062	108107	NODE_80203_length_30_cov_3.100000	+	44	0	43	43/43	100.0%	43/44	97.7%
4704	U00096.2	+	4639675	108138	108197	NODE_80209_length_50_cov_3.040000	+	64	4	64	56/59	94.9%	60/64	93.8%
